==7675== Memcheck, a memory error detector
==7675== Copyright (C) 2002-2009, and GNU GPL'd, by Julian Seward et al.
==7675== Using Valgrind-3.6.0.SVN-Debian and LibVEX; rerun with -h for copyright info
==7675== Command: ./RunCollatz.c++.app
43324 87743 351
59470 12183 340
98490 95499 297
89772 6725 351
85644 55590 351
17505 68139 340
2954 69786 340
7669 38082 324
8542 88464 351
10197 39507 324
59355 28804 340
76348 78611 351
73622 27828 340
49299 87343 351
95746 35568 351
54340 55422 260
23311 13810 279
67605 21801 340
25661 73730 340
44878 11305 324
29320 78736 351
79444 48626 351
48522 3465 324
86708 73416 351
8282 13258 276
12924 67637 340
42062 5624 324
62600 32036 340
33452 11899 308
19379 45550 324
47468 90071 351
973 87131 351
3881 84930 351
8933 45894 324
58660 70163 335
57199 87981 351
48899 52996 340
52959 13773 340
72813 39668 340
87190 81095 333
52926 16466 340
65084 11340 340
22090 27684 308
43376 55542 340
55936 79107 351
17445 19756 279
69179 18418 340
6887 89412 351
3348 32172 308
51659 62009 340
2336 25210 282
66342 67587 281
78206 19301 351
97713 67372 351
75321 1255 340
64819 44599 340
17721 29904 308
55939 39811 340
73940 15667 340
11705 46228 324
11127 29150 308
65984 96658 351
63920 89224 351
2422 67269 340
21396 54081 340
45630 40084 314
79292 11972 351
7672 73850 340
47625 5385 324
41222 39299 306
6640 6042 262
83898 40713 351
52298 56190 340
80524 42590 351
88209 8581 351
88819 99336 333
37732 71155 340
95994 18004 351
60379 14769 340
85273 81776 320
68850 47255 340
21860 48142 324
75579 45884 340
21993 23205 269
67621 79567 351
62504 90613 351
1961 62754 340
31326 54259 340
18944 28202 308
13202 23506 279
36784 2021 324
22842 90868 351
89528 35189 351
8872 49908 324
49958 10498 324
48036 18808 324
57753 86248 351
83303 33333 351
32133 21648 308
72890 99754 351
17567 51746 324
90368 19529 351
14500 38046 324
73788 49797 340
66249 86990 351
73303 3033 340
5363 12497 268
10253 94892 351
47686 19125 324
61152 13996 340
45975 9188 324
49157 3729 324
95436 32460 351
53414 43921 340
70460 26304 340
60028 88027 351
78050 66748 351
7556 8902 252
4794 97697 351
58699 71043 335
1039 32002 308
90428 6403 351
44500 681 324
17647 8538 279
36159 95151 351
22535 82134 351
4339 71692 340
2215 16127 276
20504 55629 340
60049 90964 351
98285 36429 351
95343 76335 351
3177 2900 217
85238 7971 351
16949 60289 340
95367 17988 351
92292 85795 333
40743 53144 340
2829 58390 340
61682 55340 335
53541 569 340
53826 74232 335
72261 56042 335
90360 9117 351
28023 66761 340
81 26309 282
3190 95425 351
18996 6367 279
14677 4234 276
30690 31626 285
64524 26057 340
49614 73168 340
28205 90358 351
26312 47386 324
65100 4346 340
2726 34994 311
4916 56552 340
25578 93529 351
28946 32290 285
2647 56970 340
99051 19080 351
99631 18593 351
30857 18627 308
41312 61886 340
39214 88355 351
93512 20090 351
14412 59479 340
9610 58969 340
66189 52274 340
6355 47641 324
56620 25433 340
98987 77888 338
98338 24566 351
87770 27284 351
56856 90417 351
606 72260 340
25849 237 282
7205 73059 340
35217 48518 324
34945 90783 351
36873 28458 324
10873 67637 340
4289 20483 279
26607 70478 340
72757 49314 340
34471 45729 324
91100 33459 351
23618 89438 351
58025 11388 340
33074 31233 285
18157 33681 308
3493 60358 340
50270 10699 324
33417 1839 308
75569 68363 325
92622 28794 351
13173 19847 279
96431 17462 351
56682 39390 340
4292 45791 324
5057 55115 340
91521 96157 328
88574 31491 351
1947 62951 340
59231 35021 340
10537 93740 351
85054 14030 351
54098 35325 340
41081 87516 351
53516 33002 340
72231 46139 340
61796 85404 351
82338 74580 351
19218 39021 324
13970 39862 324
84812 35379 351
94977 92685 315
31536 99904 351
24176 33483 308
79207 99759 333
84857 89744 333
93499 69911 351
20127 63950 340
5236 77560 351
67818 75105 325
10563 40049 324
21244 88711 351
41805 19934 324
63291 77375 351
58955 93614 351
33589 43768 324
28993 44918 324
52805 76882 335
44822 76982 340
26717 24030 308
93093 11574 351
30126 86593 351
81486 50253 351
50543 3074 324
27814 34713 311
78179 38377 351
74762 15775 340
27088 32919 285
35710 6732 324
10294 11017 268
346 60235 340
71137 45691 340
5153 23943 282
22573 66328 340
925 49291 324
6710 94018 351
77217 36836 351
96963 75055 351
87090 63858 351
78130 14904 351
98571 72661 351
69633 89685 351
4789 13073 268
22604 56851 340
19805 49250 324
67868 36503 340
9485 39006 324
82195 14639 351
62949 21120 340
80967 80226 289
86763 87677 333
90596 63981 351
40865 87560 351
39036 27955 324
67770 33518 340
59211 66342 335
22532 45196 324
72379 27321 340
58270 94984 351
84172 94427 333
44234 52040 314
47283 70072 340
7398 45830 324
1063 70347 340
66950 82030 351
50573 53714 340
86059 57522 351
34047 26924 285
45082 89435 351
71232 29204 340
22954 30443 308
11898 45486 324
75640 84278 351
89159 50262 351
79262 89683 333
61041 39848 340
41723 8324 324
26272 49122 324
54154 27335 340
35821 37457 262
9365 2747 262
91171 11776 351
60269 25218 340
38701 21703 324
14653 9933 276
50907 53959 340
56728 62806 335
15797 48720 324
47084 21308 324
15334 42698 324
10991 76376 340
98898 52715 351
1052 25171 282
18189 71559 340
52506 54010 340
9016 78224 351
73109 16539 340
90000 33378 351
58109 45053 340
55081 89114 351
71338 5989 340
59426 28067 340
85147 75223 351
76787 32231 340
96532 92122 328
91281 23875 351
84850 90179 333
76590 2254 340
15350 11131 276
73813 67857 325
81494 99181 333
46081 54603 340
15720 52433 324
87982 90181 333
97487 59415 351
79296 68825 351
65404 38722 340
96892 50551 351
30297 90032 351
99134 43181 351
98506 90415 333
67057 99708 351
80595 59999 351
1962 12297 268
87483 75776 351
80154 68977 351
91309 42587 351
39932 23382 324
95021 44266 351
13563 8860 276
3682 9211 262
77685 69086 351
64285 90930 351
35990 94583 351
97314 51476 351
54116 95820 351
41892 37525 306
95528 38839 351
97525 97490 178
51136 1360 324
89618 47643 351
70337 80928 351
6582 26621 282
4310 17955 279
70888 34225 340
26815 74570 340
43437 20853 324
60008 7722 340
11783 12350 263
18657 9097 279
63827 89126 351
21269 22071 269
26651 33149 285
60910 40528 340
30639 28398 272
41888 36610 306
92393 28577 351
33890 98976 351
55199 54552 247
16931 26087 282
88777 60099 351
657 48566 324
80952 77017 351
72641 92735 351
89368 91298 315
18184 53195 340
96776 55805 351
75266 23428 340
88954 52528 351
80308 19593 351
97278 22197 351
72555 89672 351
50774 6445 324
5000 22325 279
60997 38283 340
48412 66127 340
98382 65421 351
14693 79334 351
42439 87334 351
88421 48159 351
94985 22957 351
1354 91761 351
78762 92972 338
31541 67716 340
61852 11850 340
3662 75482 340
50399 76217 340
65154 1173 340
99015 86506 333
39851 76364 340
24790 88263 351
42491 23172 324
70037 73537 325
18859 28828 308
60871 7280 340
76987 55856 335
46590 78341 351
63970 25352 340
87665 95511 333
93069 49517 351
7361 13083 268
41351 74112 340
89300 6506 351
91638 4667 351
9364 31489 308
81032 34154 351
36104 39875 306
73679 6141 340
13412 92538 351
34969 90636 351
16170 11956 276
62844 62760 286
6649 26814 308
4465 94314 351
22326 13886 279
60183 46039 340
26969 1535 308
20152 32621 308
24393 11790 282
37289 50109 314
59631 34673 340
84264 95735 333
74548 74295 294
1877 4313 238
66833 53198 335
94949 99355 328
65155 57793 335
78468 88156 338
960 82933 351
98823 23286 351
13171 75358 340
85677 40140 351
93245 22181 351
72761 33990 340
50323 10050 324
84100 9954 351
61075 68364 330
22042 35624 311
42659 23919 324
56289 25844 340
93469 51238 351
41551 74976 340
25383 20019 282
63133 26343 340
19304 61956 340
65981 32475 340
53666 68011 335
88967 46912 351
90192 61729 351
80902 56868 351
88131 65002 351
83174 49207 351
49718 5216 324
1183 92377 351
45487 57472 340
34573 38957 324
25062 76125 340
13933 66797 340
12496 93418 351
93141 48153 351
71726 75474 325
96980 25393 351
43485 85948 351
72305 50030 340
64029 69559 312
6898 52160 324
34562 6424 311
17719 84280 351
11641 18902 279
93010 73480 351
92726 27583 351
28789 34140 285
3708 42723 324
938 32557 308
52493 10431 324
80710 24220 351
85905 77690 338
49613 29391 324
63638 38270 340
79421 27667 351
7829 2671 262
96180 58743 351
9095 13899 276
43024 37088 306
49154 52386 309
10569 58232 340
79969 55710 351
92373 30 351
98433 9663 351
32587 67279 340
20094 29649 308
91499 22351 351
7339 57464 340
51742 87330 351
12086 47515 324
31349 19915 308
50186 43881 314
95011 75634 351
74133 54387 335
12722 23287 279
6773 39643 324
81519 86742 320
95354 90244 333
3124 10139 262
16259 52063 324
77418 36353 351
81712 85269 320
58705 5404 340
42733 26799 324
92734 54819 351
74315 40435 340
91087 40853 351
669 2450 183
16487 74802 340
56837 45562 340
98089 63610 351
85205 95960 333
66704 96911 351
2557 69829 340
23403 18816 274
21892 821 279
71522 3605 340
2443 46579 324
25361 61528 340
73378 34447 340
32700 64045 340
74882 23787 340
4899 75551 340
42589 21386 324
50353 99426 351
66948 64794 268
63036 68506 330
77107 46092 351
65417 79664 351
15921 88820 351
98480 54166 351
5994 86354 351
74123 8437 340
32933 99484 351
86317 6312 351
33931 19017 308
86709 25165 351
59156 91608 351
17069 1745 276
12995 67422 340
1171 96295 351
48569 80559 351
64801 25676 340
26652 46571 324
5340 58925 340
51743 20172 324
13091 74089 340
6527 3566 262
98878 55812 351
3050 85196 351
62124 53333 335
4213 65186 340
78499 63370 351
56794 95568 351
65115 86141 351
79342 82639 320
82437 44263 351
63198 63590 330
69939 6202 340
26513 91631 351
65128 78257 351
11804 94571 351
52346 34683 324
98138 51225 351
90495 17540 351
36421 68972 340
87226 40634 351
34158 65725 340
20356 90952 351
77645 85472 338
93446 73339 351
68111 75883 325
17603 47661 324
55825 87542 351
70216 82339 351
79174 35344 351
60596 7330 340
46267 29294 324
42013 60757 340
80519 48860 351
94650 33292 351
17832 81876 351
90279 51990 351
63953 10635 340
59295 41598 340
96107 52741 351
14937 80570 351
44976 32540 324
44584 801 324
20083 14800 279
99492 15609 351
66496 76440 325
22939 12763 279
5735 81304 351
89873 2606 351
30164 84523 351
52251 64349 340
82751 42530 351
16339 46704 324
53165 91986 351
88302 65625 351
61079 19591 340
62547 22407 340
68484 7131 340
39561 4919 324
21931 39053 324
20528 88427 351
15494 59819 340
17543 37581 324
41123 23768 324
40187 87639 351
24643 92438 351
51988 7394 324
51320 84680 351
54098 4486 340
93018 58752 351
86463 54098 351
94695 49010 351
76505 63179 330
56142 16066 340
68098 94425 351
71472 4978 340
82853 86966 320
64797 16748 340
24547 22272 282
40516 81086 351
9912 65159 340
89877 61900 351
72553 41197 340
62932 43003 340
62035 55951 335
18107 48498 324
10049 29154 308
13861 2906 276
92334 70003 351
35325 76784 340
64428 6797 340
81763 63633 351
10115 46560 324
80381 51014 351
85185 20897 351
32100 95097 351
2408 38329 324
73349 91313 351
95879 52634 351
34316 57914 340
8585 68775 340
22765 34986 311
97930 36626 351
37892 6616 324
6629 89569 351
99752 87409 333
96366 81515 333
67395 22833 340
44428 47776 314
73847 29613 340
85026 22300 351
41062 3786 324
60629 30763 340
95100 56508 351
83397 29416 351
30775 91982 351
14544 53540 340
43320 28826 324
6518 97565 351
51794 29499 324
87134 51546 351
16908 99853 351
33062 84303 351
22686 93842 351
48432 96534 351
39807 49810 314
18834 80869 351
53596 95815 351
27984 48696 324
52324 11382 324
94465 99451 328
19716 25361 282
69343 63037 330
54187 75861 335
60602 5981 340
5360 64088 340
73879 38620 340
63941 23293 340
22924 86628 351
17135 87708 351
83162 56942 351
53870 1996 340
54163 7466 340
97811 98500 297
72515 66487 325
26234 83332 351
82290 45950 351
8693 51633 324
25339 62880 340
27494 2293 308
85213 32854 351
66382 75444 325
71475 30323 340
98738 10751 351
16951 15873 266
14811 16465 271
89168 68681 351
34813 59683 340
92499 48977 351
74535 65014 325
15464 769 276
48346 14107 324
63072 73391 330
65740 88411 351
52623 9587 340
7057 37836 324
58793 73439 335
13281 46620 324
20114 28371 308
57371 53418 322
60596 88534 351
69883 49764 340
73567 4697 340
25800 66067 340
53674 335 340
47433 85490 351
17457 12132 276
15949 80529 351
85523 81690 320
85292 38147 351
7629 92349 351
92335 66422 351
82140 21968 351
13043 2255 268
50339 86766 351
72025 10936 340
91653 58260 351
77052 65220 351
62957 19204 340
31287 32983 285
19540 78721 351
34826 36997 324
7205 67127 340
33878 92728 351
65169 19170 340
47227 72798 340
11520 39563 324
39221 93660 351
77883 68616 351
12267 28223 308
55382 84292 351
55511 47035 340
42553 32563 324
28608 21862 308
51768 59895 340
71198 87660 351
54968 22376 340
41009 62173 340
89503 74887 351
71254 54673 335
94057 18481 351
43823 21929 324
74396 83044 351
31942 52280 324
68012 44209 340
96855 39747 351
44854 52366 314
3134 3759 238
1281 31742 308
41973 69401 340
91638 13171 351
73413 62958 330
51899 14422 324
41484 57755 340
5661 29090 308
28780 16071 308
63923 72603 325
38000 38320 244
72000 69942 325
6952 40012 324
30504 3807 308
79759 75358 351
72525 82894 351
79117 90158 333
14636 21090 279
59560 22626 340
50614 32973 324
1937 18865 279
63748 43421 340
76620 69409 325
88863 5400 351
1832 52786 340
78004 39833 351
7458 66356 340
26127 14410 282
6368 56631 340
34569 86128 351
48341 23446 324
85374 27458 351
13605 10 276
64901 73165 325
38989 31867 324
22490 40926 324
50732 86238 351
699 43705 324
72000 89562 351
65457 73832 325
42348 43461 257
30017 49807 324
26169 72497 340
80569 32538 351
29128 15139 308
35018 77470 351
38585 20392 324
21280 68542 340
36754 2533 324
41707 75743 340
34400 80550 351
33021 1485 308
66788 33720 340
45190 55140 340
39634 10647 324
45325 81983 351
70461 91694 351
48142 96630 351
64191 45063 340
45520 93320 351
76554 80538 351
87142 31492 351
930 8422 262
34 37685 324
27308 58094 340
29780 61708 340
38644 62802 340
79545 21784 351
96522 41087 351
76925 36157 340
51735 38602 314
34492 38548 324
30296 98986 351
51530 10840 324
44049 97051 351
20512 36956 324
77589 7654 351
68448 94872 351
32428 68482 340
32557 76088 340
26576 62337 340
37797 65220 340
25139 33694 308
87005 38014 351
74782 80282 351
90523 42869 351
35236 25015 311
81417 81884 258
40353 49299 314
92724 754 351
46350 13236 324
37710 40292 306
37242 6158 324
35164 86023 351
74641 67721 325
62111 17569 340
46410 16260 324
82790 87902 333
49955 86147 351
25916 41089 324
82781 16439 351
83958 18017 351
57806 65375 335
99901 14511 351
14674 8978 276
15265 77377 351
38566 52976 340
17669 92161 351
59134 52833 322
289383 289383 128
636915 636915 261
885386 885386 96
641421 641421 98
368690 368690 61
513926 513926 152
89172 89172 41
595368 595368 41
465782 465782 64
665123 665123 116
513929 513929 196
723058 723058 75
961393 961393 140
478042 478042 77
484421 484421 51
898537 898537 233
798315 798315 93
803526 803526 145
759956 759956 80
999170 999170 153
702305 702305 129
336327 336327 123
750846 750846 88
925857 925857 215
819582 819582 207
233367 233367 107
344043 344043 198
426808 426808 175
695788 695788 106
502651 502651 134
999932 999932 114
993368 993368 91
636226 636226 173
297539 297539 190
651434 651434 93
66601 66601 100
573317 573317 191
260756 260756 102
724286 724286 119
429689 429689 188
558440 558440 147
108117 108117 41
834481 834481 83
698927 698927 155
179497 179497 210
276965 276965 239
406219 406219 113
332871 332871 216
409503 409503 162
363368 363368 167
226340 226340 156
700723 700723 129
122846 122846 119
243555 243555 138
537764 537764 196
792350 792350 101
757034 757034 88
324914 324914 185
373743 373743 211
148365 148365 39
151432 151432 65
899228 899228 88
901474 901474 65
794395 794395 238
908235 908235 109
894428 894428 96
335928 335928 123
322404 322404 141
114613 114613 62
436840 436840 126
235128 235128 275
67917 67917 69
43324 43324 45
512183 512183 188
689772 689772 168
755590 755590 57
502954 502954 108
338082 338082 66
110197 110197 173
228804 228804 55
573622 573622 103
887343 887343 96
354340 354340 105
613810 613810 80
425661 425661 175
811305 811305 145
79444 79444 46
503465 503465 152
408282 408282 175
167637 167637 109
962600 962600 96
911899 911899 140
947468 947468 215
487131 487131 320
808933 808933 207
370163 370163 136
548899 548899 222
713773 713773 75
187190 187190 117
116466 116466 137
422090 422090 82
855542 855542 83
517445 517445 90
418418 418418 131
103348 103348 80
262009 262009 195
166342 166342 153
319301 319301 48
575321 575321 54
44599 44599 94
955939 955939 171
915667 915667 202
811127 811127 145
996658 996658 215
602422 602422 142
54081 54081 40
679292 679292 111
73850 73850 95
741222 741222 62
606042 606042 204
352298 352298 198
942590 942590 109
288819 288819 190
371155 371155 211
160379 160379 70
981776 981776 65
721860 721860 93
445884 445884 144
867621 867621 83
690613 690613 137
31326 31326 179
828202 828202 189
936784 936784 140
390868 390868 162
608872 608872 204
210498 210498 81
457753 457753 338
33333 33333 130
772890 772890 88
251746 251746 58
514500 514500 33
549797 549797 178
273303 273303 84
12497 12497 157
247686 247686 182
613996 613996 111
649157 649157 93
32460 32460 117
870460 870460 83
388027 388027 74
707556 707556 150
697697 697697 106
301039 301039 115
806403 806403 70
617647 617647 173
895151 895151 101
104339 104339 85
516127 516127 152
60049 60049 66
636429 636429 80
903177 903177 114
407971 407971 175
495367 495367 165
585795 585795 72
102829 102829 111
655340 655340 124
453826 453826 64
956042 956042 78
228023 228023 192
526309 526309 196
618996 618996 80
504234 504234 33
764524 764524 194
673168 673168 111
726312 726312 225
204346 204346 99
204916 204916 86
893529 893529 96
302647 302647 71
819080 819080 176
830857 830857 176
561886 561886 72
193512 193512 99
59479 59479 74
966189 966189 122
47641 47641 146
198987 198987 99
524566 524566 103
56856 56856 61
372260 372260 118
107205 107205 124
648518 648518 217
436873 436873 263
967637 967637 140
826607 826607 238
149314 149314 158
591100 591100 147
89438 89438 116
633074 633074 310
933681 933681 52
289383 289377 128
636915 636912 261
885386 885384 158
641421 641419 217
368690 368681 242
513926 513926 152
89172 89166 147
595368 595361 191
465782 465782 64
665123 665116 155
513929 513931 196
723058 723049 274
961393 961387 140
478042 478033 183
484421 484430 170
898537 898545 233
798315 798315 93
803526 803527 145
759956 759959 106
999170 999164 321
702305 702310 129
336327 336321 185
750846 750837 137
925857 925853 215
819582 819587 282
233367 233371 107
344043 344043 198
426808 426814 175
695788 695784 186
502651 502647 183
999932 999932 114
993368 993377 184
636226 636232 217
297539 297544 190
651434 651426 217
66601 66608 100
573317 573319 191
260756 260757 102
724286 724285 119
429689 429685 188
558440 558431 147
108117 108110 173
834481 834476 83
698927 698934 199
179497 179500 210
276965 276959 252
406219 406223 113
332871 332869 216
409503 409512 206
363368 363360 167
226340 226349 156
700723 700715 243
122846 122845 137
243555 243564 319
537764 537756 209
792350 792353 101
757034 757038 194
324914 324921 185
373743 373742 211
148365 148374 158
151432 151431 65
899228 899223 202
901474 901475 65
794395 794386 238
908235 908238 233
894428 894425 96
335928 335937 136
322404 322401 185
114613 114621 137
436840 436844 263
235128 235120 275
67917 67924 144
43324 43327 89
512183 512183 188
689772 689777 168
755590 755585 181
502954 502948 134
338082 338084 136
110197 110190 217
228804 228796 244
573622 573614 191
887343 887349 233
354340 354338 105
613810 613805 204
425661 425661 175
811305 811305 145
79444 79450 170
503465 503473 183
408282 408290 299
167637 167639 109
962600 962606 158
911899 911908 189
947468 947467 215
487131 487132 320
808933 808937 238
370163 370154 392
548899 548893 222
713773 713776 98
187190 187195 117
116466 116470 181
422090 422094 131
855542 855536 176
517445 517439 196
418418 418425 206
103348 103346 80
262009 262015 195
166342 166349 228
319301 319304 247
575321 575316 191
44599 44600 94
955939 955940 171
915667 915672 264
811127 811127 145
996658 996658 215
602422 602431 204
54081 54081 40
679292 679294 230
73850 73845 232
741222 741231 318
606042 606034 222
352298 352298 198
942590 942581 202
288819 288825 190
371155 371159 211
160379 160370 215
981776 981776 65
721860 721858 93
445884 445881 144
867621 867628 233
690613 690614 199
31326 31335 179
828202 828204 189
936784 936785 140
390868 390860 162
608872 608880 204
210498 210504 104
457753 457745 338
33333 33336 130
772890 772886 212
251746 251738 182
514500 514506 139
549797 549806 315
273303 273300 177
12497 12500 157
247686 247691 182
613996 614001 173
649157 649166 173
32460 32456 161
870460 870464 220
388027 388027 74
707556 707558 150
697697 697688 168
301039 301041 115
806403 806403 70
617647 617639 173
895151 895156 101
104339 104337 85
516127 516123 196
60049 60045 180
636429 636426 124
903177 903177 114
407971 407962 268
495367 495375 183
585795 585798 72
102829 102829 111
655340 655339 173
453826 453824 64
956042 956042 78
228023 228022 192
526309 526309 196
618996 618989 279
504234 504234 33
764524 764531 256
673168 673173 155
726312 726318 274
204346 204352 143
204916 204918 174
893529 893535 189
302647 302647 71
819080 819079 176
830857 830864 176
561886 561882 209
193512 193512 99
59479 59479 74
966189 966185 122
47641 47641 146
198987 198995 205
524566 524566 103
56856 56863 291
372260 372251 149
107205 107196 142
648518 648513 217
436873 436865 263
967637 967628 184
826607 826599 238
149314 149313 158
591100 591109 147
89438 89443 240
633074 633071 310
933681 933684 109
289383 289297 252
636915 636822 310
885386 885294 220
641421 641359 217
368690 368631 286
513926 513966 258
89172 89136 147
595368 595301 266
465782 465812 201
665123 665056 292
513929 513931 196
723058 722989 274
961393 961337 246
478042 478013 201
484421 484440 170
898537 898635 264
798315 798245 269
803526 803617 269
759956 760029 287
999170 999074 321
702305 702330 274
336327 336291 229
750846 750817 256
925857 925833 215
819582 819627 282
233367 233401 244
344043 343993 229
426808 426884 188
695788 695704 274
502651 502597 258
999932 999992 259
993368 993407 184
636226 636312 279
297539 297634 265
651434 651356 217
66601 66698 206
573317 573409 253
260756 260757 102
724286 724245 256
429689 429645 206
558440 558411 147
108117 108020 248
834481 834406 300
698927 698994 199
179497 179550 210
276965 276959 252
406219 406243 206
332871 332839 229
409503 409522 206
363368 363360 167
226340 226389 156
700723 700705 243
122846 122795 318
243555 243634 319
537764 537736 209
792350 792443 194
757034 757098 225
324914 325001 229
373743 373652 255
148365 148424 171
151432 151381 202
899228 899153 251
901474 901495 277
794395 794366 269
908235 908328 370
894428 894385 264
335928 335957 185
322404 322361 216
114613 114651 199
436840 436844 263
235128 235040 275
67917 67934 144
43324 43367 195
512183 512093 258
689772 689797 199
755590 755585 181
502954 502868 227
338082 338124 273
110197 110190 217
228804 228756 262
573622 573594 191
887343 887389 233
354340 354318 198
613810 613805 204
425661 425691 237
811305 811325 225
79444 79470 245
503465 503473 183
408282 408340 299
167637 167699 153
962600 962636 383
911899 911978 383
947468 947397 295
487131 487212 320
808933 809027 269
370163 370064 392
548899 548803 328
713773 713786 168
187190 187285 223
116466 116550 230
422090 422174 356
855542 855506 375
517445 517389 333
418418 418505 343
103348 103276 173
262009 262045 270
166342 166429 228
319301 319314 247
575321 575266 191
44599 44620 164
955939 955950 308
915667 915672 264
811127 811177 238
996658 996678 228
602422 602491 235
54081 54111 185
679292 679364 230
73850 73825 232
741222 741321 318
606042 605944 235
352298 352388 273
942590 942581 202
288819 288855 221
371155 371249 211
160379 160310 215
981776 981726 215
721860 721818 367
445884 445791 325
867621 867688 326
690613 690674 274
31326 31385 254
828202 828204 189
936784 936805 171
390868 390840 206
608872 608880 204
210498 210534 218
457753 457705 338
33333 33366 161
772890 772836 393
251746 251678 182
514500 514546 271
549797 549846 315
273303 273270 252
12497 12550 232
247686 247711 288
613996 614071 310
649157 649186 204
32460 32446 161
870460 870464 220
388027 388077 330
707556 707558 150
697697 697598 243
301039 301041 115
806403 806403 70
617647 617609 235
895151 895186 189
104339 104247 297
516127 516123 196
60049 59985 198
636429 636386 279
903177 903177 114
407971 407922 268
495367 495455 289
585795 585838 315
102829 102919 235
655340 655299 261
453826 453794 232
956042 955982 215
228023 227962 337
526309 526219 196
618996 618929 279
504234 504324 364
764524 764581 256
673168 673173 155
726312 726398 274
204346 204372 161
204916 204968 280
893529 893575 264
302647 302577 190
819080 819049 207
830857 830884 251
561886 561872 209
193512 193602 192
59479 59469 167
966189 966115 308
47641 47621 146
198987 199075 205
524566 524636 302
56856 56873 291
372260 372211 286
107205 107146 248
648518 648473 248
436873 436815 294
967637 967548 215
826607 826529 282
149314 149243 202
591100 591159 235
89438 89463 240
633074 633041 310
933681 933774 233
289383 288497 398
636915 636122 310
885386 884894 295
641421 641059 261
368690 368631 286
513926 514466 346
89172 88436 315
595368 594801 297
465782 466312 307
665123 665056 292
513929 514731 364
723058 722989 274
961393 960937 423
478042 477813 214
484421 485340 320
898537 898735 295
798315 797945 300
803526 803617 269
759956 760829 380
999170 998174 396
702305 703230 380
336327 335991 366
750846 750117 362
925857 925733 215
819582 820127 450
233367 233801 275
344043 343293 335
426808 427084 356
695788 695204 336
502651 501897 426
999932 999992 259
993368 994107 259
636226 636812 279
297539 298334 327
651434 651056 336
66601 66698 206
573317 573809 359
260756 261057 332
724286 723845 274
429689 429245 250
558440 557711 315
108117 108020 248
834481 833806 313
698927 699494 305
179497 179850 303
276965 276659 314
406219 406843 343
332871 332139 322
409503 409522 206
363368 362660 273
226340 226489 244
700723 700105 367
122846 122395 318
243555 243934 337
537764 537536 209
792350 792543 331
757034 757798 331
324914 325901 340
373743 373252 348
148365 149224 326
151432 150881 264
899228 898953 370
901474 901595 339
794395 794366 269
908235 909028 370
894428 894285 264
335928 336457 366
322404 321961 247
114613 115151 305
436840 437744 387
235128 234440 337
67917 68834 312
43324 44067 270
512183 511693 470
689772 690497 336
755590 755085 362
502954 502168 320
338082 338624 304
110197 109690 310
228804 228456 306
573622 572794 359
887343 888089 401
354340 353918 348
613810 613205 310
425661 426391 312
811305 811625 251
79444 80070 307
503465 504173 333
408282 408540 312
167637 167699 153
962600 962636 383
911899 912278 410
947468 947397 295
487131 488012 338
808933 809827 300
370163 369964 392
548899 547903 333
713773 714586 305
187190 187285 223
116466 116550 230
422090 422774 356
855542 854606 375
517445 516689 333
418418 419305 343
103348 103176 204
262009 262345 301
166342 166929 334
319301 320014 322
575321 575066 328
44599 45320 314
955939 956750 352
915667 916372 339
811127 811277 287
996658 997578 352
602422 602691 297
54081 54711 260
679292 680264 367
73850 73225 294
