==20339== Memcheck, a memory error detector
==20339== Copyright (C) 2002-2012, and GNU GPL'd, by Julian Seward et al.
==20339== Using Valgrind-3.9.0.SVN and LibVEX; rerun with -h for copyright info
==20339== Command: ./RunCollatz.c++.app
541804 38914 470
860480 500760 525
738490 389550 509
330491 871949 525
43266 170349 383
164392 136631 383
611649 501678 470
425202 603853 470
575217 439653 470
275767 982074 525
580489 162686 470
213750 411400 449
94143 487538 449
404952 27226 443
539995 764977 509
963387 514556 525
57408 669941 509
422645 79892 449
692843 974224 525
153125 884185 525
346746 995386 525
403352 96713 443
693622 462219 509
328826 764258 509
863507 202667 525
948200 491156 525
807664 465354 509
731640 433287 509
876482 295257 525
834640 779000 468
882838 640417 525
264991 243236 407
951060 510968 525
500924 714775 509
102073 592893 470
915745 769406 525
642621 828728 504
674133 402255 509
130379 753796 509
164021 867529 525
501392 904937 525
961295 468859 525
118871 478012 449
186759 314582 443
487387 846428 525
529492 823193 509
898444 692049 525
966337 160206 525
468854 655325 509
244912 900592 525
197015 900727 525
989560 875681 507
609661 786913 509
211474 789442 509
284851 84105 443
888312 4923 525
899710 324149 525
879786 514792 525
742759 559982 509
827772 131586 509
963741 634573 525
3710 546986 470
908296 332129 525
358264 935230 525
855239 661057 525
505499 456306 444
180632 644550 509
664310 396339 509
33668 493383 449
501307 707756 509
182638 605081 470
619293 350844 470
693818 556100 509
854645 725851 525
116183 632926 509
4194 588426 470
861631 986214 507
402440 108198 443
384329 263656 441
547423 517515 452
587328 141154 470
346027 654785 509
237055 159013 443
244024 44164 443
654993 433581 509
28449 762889 509
505514 314419 449
980785 656362 525
77077 988301 525
744117 101184 509
37005 177593 383
665348 429901 509
15222 213516 383
157925 810613 509
31030 260417 443
466214 252628 449
382585 152031 443
230481 945835 525
845793 199566 525
179327 525144 470
678685 62799 509
943144 826912 525
135262 519407 470
531592 807436 509
342587 175137 443
371682 695155 509
709341 260085 509
329250 829070 509
750928 787728 468
411612 57639 449
592070 563252 434
41555 450909 449
765804 917998 525
388595 916280 525
893878 751321 525
199687 135980 383
896611 885398 445
867940 641511 525
244241 644549 509
900254 787077 525
628692 968316 525
309021 965363 525
505244 954783 525
574047 728027 509
627499 161093 509
879562 855364 432
177554 982441 525
852032 609393 525
496136 765644 509
457091 78800 449
542600 861056 525
402844 101358 443
94211 496080 449
858529 62633 525
495543 472582 426
800240 473552 509
318137 270469 389
803984 825163 450
307437 451182 449
925559 474360 525
592922 876600 525
175289 13777 383
459776 164204 449
710481 496586 509
127581 233543 443
889796 820217 525
376477 210121 443
225803 911623 525
456596 851707 525
666776 903245 525
272678 601447 470
584915 663384 509
199798 754865 509
277597 230527 443
130777 866285 525
678729 410359 509
226669 999946 525
879190 953671 507
638353 34946 509
921624 421524 525
58914 366672 443
350381 599658 470
173471 919374 525
950058 315219 525
622002 865673 525
222601 333372 443
862793 70479 525
405729 375384 436
673785 47420 509
409175 694485 509
688732 567424 509
989726 394784 525
410257 240187 449
388541 476742 449
159316 194387 370
79478 864871 525
95105 675563 509
704792 703761 504
97643 734897 509
44844 863375 525
871186 262228 525
217208 877944 525
893176 275409 525
608916 275070 470
113305 250667 443
976450 441626 525
296321 135106 443
285677 62392 443
228284 415134 449
607414 993613 525
73374 868562 525
352477 452281 449
59016 310136 443
783121 864878 525
487632 380 449
985052 649119 525
945623 707222 525
735430 287938 509
687931 284514 509
177152 756461 509
537746 18430 470
3300 465406 449
385439 687249 509
968370 377454 525
187350 276293 443
506290 514154 470
771931 128794 509
824659 74287 509
741680 921484 525
209768 201963 373
906871 198407 525
787721 565091 509
827625 803884 450
439760 94700 449
49357 20607 324
267767 890574 525
66712 483004 449
880691 761570 525
164445 470220 449
364722 912385 525
432113 193640 449
879668 948027 507
81716 611243 470
724493 251727 509
352835 812118 509
726269 978717 525
241255 2077 443
467612 919539 525
180657 991325 525
472070 243106 449
781710 354120 509
573950 193727 470
196255 787999 509
258136 432878 449
916417 290311 525
784932 249968 509
111113 163620 383
692671 754955 504
989792 469011 525
793220 135626 509
669653 975508 525
64427 152547 375
479382 573275 470
171426 581227 470
181945 279192 443
238742 518607 470
609920 16223 470
179949 12042 383
302606 264498 407
347911 566536 470
623985 205694 470
483085 223013 449
407625 429468 449
704006 36387 509
435632 600019 470
715793 642270 504
793869 732071 468
604293 351444 470
107466 274642 443
690692 282004 509
944749 654518 525
196238 547928 470
471080 774326 509
764933 112569 509
273948 827568 509
10281 862349 525
684804 417870 509
389839 217732 443
868396 352946 525
502945 450984 444
684674 266693 509
495518 578013 470
111960 740326 509
456796 304244 449
226001 69389 386
572087 251565 470
904457 669165 525
914844 754920 525
978133 125247 525
660087 844216 525
3340 179521 383
858740 973493 507
469818 504848 426
92838 582748 470
900433 883700 445
516993 484099 470
842489 246909 525
466731 807368 509
922559 342643 525
152598 796532 509
966944 849202 507
248758 445176 449
770346 801349 468
3129 226803 386
332256 651418 509
909690 65511 525
479464 894052 525
840513 870562 419
470684 984616 525
754110 495828 509
663972 546058 509
1847 552407 470
261744 712192 509
391391 685309 509
878923 794076 525
388650 796437 509
118810 164058 383
723985 258312 509
986354 964589 458
210217 474342 449
789821 288783 509
838278 196207 525
12336 899927 525
607716 594144 403
649620 483433 509
743075 843482 525
651416 495718 509
813316 517286 509
411167 137327 449
486457 42992 449
438552 738013 509
891091 698392 525
914838 878028 476
14691 560717 470
529133 618125 452
455115 229062 449
298081 178489 443
385354 152324 443
335818 438329 449
791105 33465 509
192059 568576 470
828780 703268 504
339893 85384 443
339538 114853 443
372385 161276 443
900717 186436 525
16456 555354 470
623518 374445 470
253655 980441 525
948809 934339 507
712502 817732 468
448505 736421 509
270742 570827 470
343065 159789 443
64766 136802 354
464984 941208 525
684978 265754 509
63136 710318 509
397124 911684 525
157821 239290 443
423928 785487 509
34600 750295 509
209938 218934 386
165991 566894 470
66751 653007 509
352392 493891 449
21166 634709 509
998809 418181 525
894126 58706 525
832836 398666 509
859490 855219 388
174256 131782 383
654011 876739 525
133196 584525 470
932501 798661 525
37875 717369 509
192874 14261 383
590833 982267 525
530885 177509 470
51662 901314 525
235555 305133 407
632656 832579 504
609421 49017 470
77193 32049 351
504960 279280 449
306979 13704 443
446308 49441 449
201577 454559 449
995424 64823 525
595469 71679 470
113957 430633 449
177230 491670 449
706783 125493 509
185742 526098 470
255415 186302 443
62582 647816 509
889273 924500 476
34222 570467 470
40124 470649 449
210579 376723 443
570215 639651 509
519594 722347 509
389322 49666 443
808304 787518 468
470261 1356 449
567030 328770 470
329122 273669 389
48321 11848 324
714298 202300 509
553983 48707 470
284381 749444 509
82861 702915 509
753031 670723 504
71474 925720 525
457527 892727 525
802977 688901 504
326915 15457 443
22433 103237 351
973251 919909 507
403092 371438 436
521462 152752 470
908169 513994 525
420056 387692 449
376881 226106 443
123066 38301 354
447028 206095 449
992505 548521 525
212848 423058 449
569697 395415 470
936565 297977 525
53163 749107 509
942614 398899 525
839077 800791 525
229258 928135 525
878924 117104 525
949290 614831 525
736264 906859 525
772302 438746 509
612788 956671 525
294080 744160 509
336446 32179 443
27975 442959 449
523759 81823 470
109794 123468 349
640286 480150 509
878408 727167 525
176306 642573 509
996799 680982 525
814321 50168 509
347834 458213 449
402420 553711 470
662713 398877 509
929922 691986 525
957700 125731 525
233983 822786 509
314536 465577 449
130446 743983 509
360784 195453 443
472744 423568 444
310417 553796 470
655907 671053 442
218258 306545 443
810741 425033 509
669403 723716 504
339455 336956 366
696949 394380 509
613975 691948 509
307172 708128 509
974839 831990 525
551232 741367 509
156644 157888 339
323941 919193 525
45652 164214 383
900993 95474 525
235134 559845 470
283479 136910 443
646897 957324 525
126070 258810 443
578905 700089 509
916904 478150 525
668194 562870 509
395608 290020 441
229149 255839 443
170725 997024 525
616511 888574 525
178748 49728 383
691796 34945 509
914863 899119 476
568400 732029 509
612945 726247 509
646676 238993 509
543965 473638 470
725364 167562 509
774908 881020 525
531405 167802 470
385115 21062 443
766603 428091 509
108228 323315 443
956699 488326 525
402312 39014 443
785101 719247 468
227735 347580 443
29591 689916 509
694900 846133 525
536873 589103 452
260936 606424 470
523506 409087 470
913216 509842 525
730088 929105 525
6322 500405 449
892228 44144 525
65802 862321 525
901021 581577 525
755889 554695 509
432111 605769 470
250262 3247 443
198965 351431 443
439812 462495 444
961094 113319 525
943581 200566 525
264303 47591 443
736618 316805 509
370943 743904 509
860097 296778 525
461706 587474 470
554973 506118 470
398607 938684 525
965910 4606 525
326489 665093 509
441382 646666 509
805135 775030 468
33175 4132 308
207344 558302 470
512292 855194 525
968143 903775 507
251808 17418 443
295029 647798 509
711923 222186 509
576679 351891 470
86019 784783 509
176039 968911 525
698775 359226 509
571790 727010 509
206602 360246 443
516086 350767 470
5203 296385 443
161276 130778 383
907902 465312 525
766263 813964 468
941626 737391 525
833685 44902 509
583519 263382 470
552593 831988 509
198925 869671 525
687671 506064 509
97753 292296 443
64894 890824 525
716119 358865 509
==20339== 
==20339== HEAP SUMMARY:
==20339==     in use at exit: 73,842 bytes in 357 blocks
==20339==   total heap usage: 537 allocs, 180 frees, 78,788 bytes allocated
==20339== 
==20339== LEAK SUMMARY:
==20339==    definitely lost: 0 bytes in 0 blocks
==20339==    indirectly lost: 0 bytes in 0 blocks
==20339==      possibly lost: 5,869 bytes in 57 blocks
==20339==    still reachable: 67,973 bytes in 300 blocks
==20339==         suppressed: 0 bytes in 0 blocks
==20339== Rerun with --leak-check=full to see details of leaked memory
==20339== 
==20339== For counts of detected and suppressed errors, rerun with: -v
==20339== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)
